text,label,Column3
"Seküler bir ülkenin, eğlenebilen bir toplumun tahayyüllerinden biri gibiydi, Huysuz Virjin’i, Seyfi Dursunoğlu’nu unutmayacağız. Hayatının son yıllarında sahneye çıkmaması için yapılan baskıları, yasakları da unutmayacağız.",Positive,tweet-pn
Siteden biriyle flört etmek efsane değil mi ne kadar rezil biri olabileceğini peşin peşin görüyo attığın tivitler vasıtasıyla ,Negative,tweet-pn
senin gibi paçavranın allah bin türlü belasını versin adi şerefiz gazete ,Negative,tweet-pn
O hep haklıydı sadece bunu göremeyenler vardı alın şimdi kim haklıymış,Positive,tweet-pn
asaletin ete kemiğe bürünmüş hali,Positive,tweet-pn
aşk101 dizisinin senaryosunu vekiller niye okuyor ve neden tbmm'ye kadar taşınıyor abi tbmm'yi bir dizi için değil de kadına şiddet için meşgul edin,Positive,tweet-pn
Fahişe ufacık kız bahse geçen konu Sen kaç kişinin altına yattın bunu söyle Tamam iftira olabilir Türk askerini aşağılamaya yönelik bir provokasyon olabilir Ama yaşındaki kız için böyle şeyler yazman senin ahlakını ve ne kadar orospu bir kişilik olduğunu gösteriyor ,Negative,tweet-pn
sen tam kahpe takım taraftarı gibi yorumlar yap sonra tarafsız gazeteyim de admin ben senin,Negative,tweet-pn
nude isterken size nude makyaj malzemesi atan erkekleri üzmeyin hanımlar,Positive,tweet-pn
Bakın şimdi yuna yazmıyor Saat olduğunda yazmaya başlar çunkü alafa o zaman uyumaya gidiyor O da alfa uyumasın uykusuzluktan ölsün istiyor ,Negative,tweet-pn
 Galata Kulesi uçuşa açılsın ,Positive,tweet-pn
oh harika ben de karşıyaka’dan alsancak’a geçiyorum çok mutluyum hiç dönesim yok istanbul’a,Positive,tweet-pn
salaklığıma doymayayım,Positive,tweet-pn
yağmur nekadar güzelsin yav,Positive,tweet-pn
Orospu çocuğu sinekler.,Positive,tweet-pn
Demek karılarla dans edersin haaa,Positive,tweet-pn
 Kudurun yunan tohumları Titre işgalci İsrail sıra sana geliyor Allahın izniyle ,Negative,tweet-pn
kardeşine zorla sigara içirmeye çalışıyor.,Positive,tweet-pn
Salak amcık,Negative,tweet-pn
Bu kafirin kafasına 32 el sıkacaksın...Bir daha bak kimse böyle halt yiyor mu?,Negative,tweet-pn
Salgının çok büyük boyutlara ulaşmadığı sürece üniversitelerin açılacağını düşünüyorum. Devlet bir nesli online eğitimle kaybetmeyi göze almamalı. Önlem olarak bazı dersler online yapılabilir,Positive,tweet-pn
burcum degismis artik akrep degilmisim kacma sokim bi kere sakasi yapamicak miyim artik ben allak hahretsin ,Negative,tweet-pn
Troll degilse sizofren ,Negative,tweet-pn
orospu çocukları 15 temmuzda tepemizden bomba salladılar,Negative,tweet-pn
 Memlekette komşunun tavuğuna kışt demek bile nelere mal olurken elin adamı milyoner parası var diye gelip doğadaki Allahın dağ keçilerini avlıyor,Positive,tweet-pn
Lan barış yakışıklı diye destekleseydim ilk günden beri desteklerdim neyin kafasını yaşıyosunuz,Positive,tweet-pn
katılmayan ölsün,Negative,tweet-pn
twitter fenomeni olduktan sonra otomatik hayat koçu mu olunuyo ben anlamıyorum herkes onu yapın bunu yapın diyo,Positive,tweet-pn
Bir önceki tweetimide yanlış anlayalım hadi asil yedek mevzusunda delil olarak koy önüme aptal ,Negative,tweet-pn
yasemin i hem demir le hem de ateşle shipliyorum kız müthiş bir karakter kimin yanına koysan kalite ekliyor ya ,Positive,tweet-pn
"Yakın olmak istediğin insanlara uzaktan bakmak, çok zor.",Positive,tweet-pn
95kurtuluş günün kutlu olsun ipsala,Positive,tweet-pn
"Aynen öyle hangi sıfatlarla görüşüyorlar, neden reklam yapıyorlar cumhurbaşkanı herkesin cumhurbaşkanı olması değil. Önemli olan kimin başda olduğu değil başdakini herkes eleştirebilmeli. Cumhurbaşkana aşık olunmaz, o halkına aşık olur. At yarışdayken yem su övgü verilmez hele bitsin yarış sonra görülür yiğitlik. Hele bi bu kitap kapansın sonra aşık olun bakalım ozaman olacakmısınız yoksa yeni gelenemi yalakalığı seçeceksiniz, ama siz de biliyorsunuz arkasında neler döndüğünü bu yüzden dengesiz aşkınız.",Positive,tweet-pn
 Zaman ve mekânı aşabilen tek şey sevgidir Interstellar ,Positive,tweet-pn
"Diyanet İşleri Başkanı Erbaş, Ayasofya Camisi'ne Prof. Dr. Mehmet Boynukalın, Ferruh Muştuer ve Bünyamin Topçuoğlu'nun imam olarak atandığını açıkladi",Positive,tweet-pn
"Bre beyinsiz 40 yaşındaki abicim, ne yapaydım? Commodore 64 dönemlerinde oynanan oyunları o dönemde oynayamadığım için özür dilerim, başınız göğe ermiştir umarım? Diablo2 ve Heroes3 partilerinin yapıldığı dönemlerden bahsederler. Ben şu an D2 ve HoMM3 oynarken",Negative,tweet-pn
"h kuzum benim kıyamam sana,nasıl da susamış.Yolda gördüğü insanlardan su istiyor",Positive,tweet-pn
Seni sevmek bi ayrıcalıktı.,Positive,tweet-pn
 Hay sokam temas bağımlılığınıza sanarsın hepsinin eli manitada ,Negative,tweet-pn
en baştaki beyfendi abaza kalmış saadetli galiba,Negative,tweet-pn
çocuğu “sigara içiririm yoksa” diye tehdit etmek nedir ? o yaşta bir çocuk küfür etmeyi nasıl öğrenir ?,Positive,tweet-pn
 Miraybtr Ammina koyam ayni seyi gore gore biktik valla ,Negative,tweet-pn
 ama gerçekten ben daha başındayım bu tanışma isteme nişan düğün insanı geriyor gündür profilde bir şey yapamadım ama ,Positive,tweet-pn
Avluda da mezdeke çalsın mı Pezevenk ,Negative,tweet-pn
eleştirme hakkınız yok sadece katılabilirsiniz ya da katılmayabilirsiniz,Positive,tweet-pn
allah beni kahretmesin makyaj bile işe yaramadı bendesim döküp geliyorum,Positive,tweet-pn
gizli hesaplara bakma uygulamasını bulan kişi ananı sikeyim,Negative,tweet-pn
‘Artık yeter’ dedirtti! Çitleyene 61 lira ceza,Positive,tweet-pn
Bana bir gelecek veremezsin hadi byee,Positive,tweet-pn
Böyle bahtın içine sokam hep mi aksilik olur ,Negative,tweet-pn
Zorla viski içiriyor salak kuzenim Bütün iç organlarım halayda şu an ,Negative,tweet-pn
Muğla Menteşe Belediyesine birkaç gün önce yazdığımız dilekçe dikkate alınmadı her gün gece aralıksız köpek sürüsünün havlamaları seslerinden rahat bir uyku çekemiyoruz artık sinir bozucu seviyeye geldi ve belediyeyi aradığımız da iki kez ilgili birime ileticeklerini söyleyip ,Positive,tweet-pn
kış boyu ziyarete gidilecekler listesine  ilk sıradan girdiniz tebrikler  en kısa zamanda sizi bilgilen,Positive,tweet-pn
Tam bir malsın,Negative,tweet-pn
zaten sevmiyorum erkekleri genel olarak hepsi bana lavuk geliyor 4050 tane sevdiğim arkadaşım hariç diğerleri,Negative,tweet-pn
 Hayrlı olsun Şükür Allâh yardımcımız olsun `` Kişi safiyet ve samimiyetini bozmadığı sürece Allah ın yardım eli ,Positive,tweet-pn
Çok komik değil mi götveren Düşündün düşündün böyle bir ortaokul esprisi mi bulabildin ,Negative,tweet-pn
 Meksika nın Sainapuchi bölgesinde meydana gelen kasırga sırasında çekilen görüntüler ,Positive,tweet-pn
acımak yok kafasına sıkacaksın,Negative,tweet-pn
rezil kepaze mukusumsu varlık,Negative,tweet-pn
Burda sonda adamların yaptıgı gibi olması lazım çünkü burda cahil kadın özne değil nesne durumunda. Fazla kpss bu hale getirdi beni. O değil de çok fena çakmış lafı,Negative,tweet-pn
jungkook’un pastayı yediği anları kamera almışlar,Positive,tweet-pn
Muhakkak ki her Dil güzeldir Ama senin bende ki yerin Ayrıdır ,Positive,tweet-pn
bana bir şey söyle ilkbahar gibi çiçek aç mesela veya yağ rahmet olarak içime veya gökkuşağı ol sar ruhumu bir şey söy,Positive,tweet-pn
Gururumuzsunuz tarih ve kültüre sahip çıktınız Size helal olsun koca yürekli adamlar ,Positive,tweet-pn
Siz buna Elanur demişsiniz ama bu bildiğimiz survivor Gizem ,Positive,tweet-pn
Evladına sokayım onun o ç terörist ne zaman evlat oldu atcagınız baslıga sokayım sizin ,Negative,tweet-pn
yavşak dönek hepiniz topaç gibi dönüyorsunuz bir o yana bir bu yana,Negative,tweet-pn
bundan sonra bahçemizden çiçek koparan mezarına diksin,Positive,tweet-pn
Ailede bi tane OC var yurumedigi insan kalmadi.,Negative,tweet-pn
sende az yavşak değilsinde hadi neysee,Negative,tweet-pn
polemik yaratıp planlı programlı tartışmaları ile gündeme gelip spnra gururla bunu paylaşanlar ektedir,Positive,tweet-pn
Artık Şaban dayın da kurtaramayacak seni dallama,Negative,tweet-pn
İğrenç nefsinizin küçücük çocuklara dokunan o pis ellerinizin mide bulandırıcı zihninizin de Allah belasını versin Sizin ve sizin gibi sapıkların can çekişerek geberdiğini görmek istiyorum Kahretsin pedofili sapkınları ,Negative,tweet-pn
Küçücük masum temiz bi çocuğa hangi akılla yaptırılır bu! Bu gibi ailelerin elinden çocukları alınmalı!,Positive,tweet-pn
 ezgictnk Milletin tipine laf edecek sen kadar ezik olamaz olmayan beynini sikeyim senin koduğumun kezbanı ,Negative,tweet-pn
maddenin sınırlılığı kanun niteliğinde belirliliği belki de ol buyruğunun neticesindedir mantıklı geldi şu an düşününce ,Positive,tweet-pn
sen okudugun bölümde atomu parcaliyorsun sanki pezevenk,Negative,tweet-pn
çok zor durumdayım kiramı ödeyemedim Evim çok kötü durumda,Positive,tweet-pn
bu moruk ne içiyor çok merak ediyorum bu nasıl bir kafa amk,Negative,tweet-pn
Din kültürü ve ahlak bilgisi!!,Positive,tweet-pn
kültürlü düzgün bi insan olmayı seçmek varken neden keko oluyorsunuz orospu çocukları,Negative,tweet-pn
Bu şerefsiz tam bir pezevenktir ahlaksız piçtir.,Negative,tweet-pn
Tebrikler Yunan dan farkımız yok mu yani ,Positive,tweet-pn
Yımırta kafacıklar diyarı ,Negative,tweet-pn
Unutmadık Unutturmayacağız ,Positive,tweet-pn
"Kitaplarla aran yok, edebiyata hiç ilgin yok falan filan... Aynen öyle he he aynen öyle...",Positive,tweet-pn
"Sizler """"gerizkâlı"""" ve """"cahil"""" sözünün tam karşılığısınız !",Negative,tweet-pn
böylesine iğrenç saygısız terbiyesiz bir varlıktan herşey beklenir,Negative,tweet-pn
İnsanlar çok kötü Sarıl bana ,Positive,tweet-pn
 Heralde tt olmak rektörün hoşuna gitti reklamın iyisi kötüsü olmaz vur kırbacı öğrenciye,Positive,tweet-pn
kafaya yemiş yavşak islam ülkeleri kan gölü sen hala götünü kurtarmaya çalışıyo,Negative,tweet-pn
Birlikte rahmet ayrılıkta azap vardır Haydi birlik olmaya aynı safta omuz omuza durmaya,Positive,tweet-pn
Pandemi sonrasi ne kadar orospu cocugu hakem varsa tek tek hepsini her hafta bize verdiler. Sira mete kalkavan denen soysuzda,Negative,tweet-pn
diyete başladım hayırlı olsun favı alırım,Positive,tweet-pn
Daha ne kadar çirkin aşağılık pisliklerini yapıp Atatürk!ün arkasına sığınacaklar merak etmekteyim ,Negative,tweet-pn
çocuktan al haberi diye programlar var paralı ailelerin format gereği herkesi güldürmek için programladığı çocuklar,Positive,tweet-pn
Adalete olan Güvenimizi Sarsmayın,Positive,tweet-pn
evli çiftler ve tek bayanlar hepside erkek sağlam birtane evli çift veya tek bayan yok hepsi yalan dolan amk,Negative,tweet-pn
 Yorumlara bak Ancak daşşak geçme var Herkes en iyi şakayı yapmanın peşinde Sizin ben amınıza koyam Adamlar ba ,Negative,tweet-pn
Betül Aşçı gibi ahlak yoksunu çoğu kişi böyle. fırlamalık adı altında yapılan bu rezillik cezasız kalmamalı.,Positive,tweet-pn
"Bir günde 223,000 korona vakası, yeni dünya rekoru. Sadece ABD’de 61,000 korona testi pozitif çıktı. 3 ay önce, yaz gelince bitecek diyenler olmuştu. Bitmediği gibi çok daha kötü oldu - ama olmamalıydı- insanlığın bir kısmı maalesef durumun ciddiyetini bir türlü kavrayamadı...",Positive,tweet-pn
Bunlar nasıl fizikler Allah kahretsin artık cidden yeter ya ,Negative,tweet-pn
Ağzını burnunu yerimmmmm,Positive,tweet-pn
Satılık hainler ,Negative,tweet-pn
Şimdi bi dürüst olalım Sercan’ın kaderi kendi elinde değil aq Acun’un elinde oyun kazandırın oğluma diyo hop bi bakıyoruz Sercan puzzle bile yapıyo,Positive,tweet-pn
 İSTANBUL ESENYURT daki bir mahallede çıkan kedi ve köpek kavgasında ölen yavrulardan geriye kalan miniğimize günl ,Positive,tweet-pn
Bir KHK'lı özeleştirisi...,Positive,tweet-pn
tudordefol kahpe tudor istifa,Negative,tweet-pn
kışın mezarlıkta ayrı bir sıkıntı resmen çamur oldu kabir allah herkese hayırlı ölüm nasip etsin,Positive,tweet-pn
 adamda tip desen yok. Fizik desen yok. Bu adamın neyini sevdin,Negative,tweet-pn
"Arkadaslar, siz gerizekalı mısınız?",Negative,tweet-pn
gerçekten mutlu insanlar çizemediğim için havalı ve umursamaz bir çizim ile teşekkür etmek zorundayım ,Positive,tweet-pn
ne yapıyor anlam veremedim keşke böyle şeyler yapmasa,Positive,tweet-pn
 Kafir Amerika da faiz Müslüman Türkiye de faiz ,Negative,tweet-pn
Biz kim mağdur edilirse onun yanında oluruz Kürtler mağdur edilirse kürtlerin siyahiler edilirse siyahilerin gayler edilirse gaylerin yanında oluruz akpliler mağdur edilirse onların da yanında olmayız amk o kadar da götlek değiliz ,Negative,tweet-pn
Cumhurbaşkanı açıklama yaptı Somut adımlar gelir mi sizce Umarım artık bu cinayetler son bulur ve gerekli adımlar atılır Bela okuyacak öfkemi kusacak halim kalmadı artık ,Positive,tweet-pn
Sapık Trabzonlu ülkücü Kızılelma Ocakları teşkilat başkanıymış Bu piç herhalde Türeyiş Destanına öykünüp köpeğe tecavüz etti Şerefsiz oğlu şerefsiz ,Negative,tweet-pn
konsomatris sibel yine satgısızca tabak getirmiş kastı yapanlar biraz seçici olun be haysiyet şeref,Negative,tweet-pn
portakal suyu almaya üşendiğim için şu güzel gecede ayıq geziyorum sen şu an kafamdan daha güzelsin,Positive,tweet-pn
Ne diyon lan dırzik ,Negative,tweet-pn
Arkamızda kral önümüzde soytarı oluyorsunuz ,Negative,tweet-pn
"Bir dayatma var, bir hizaya çekme var, bir sopa gösterme var",Positive,tweet-pn
musleraya laf söyleyenin ağzına siçarim defol gitsin kahpe evladı tudor piçi,Negative,tweet-pn
temmuzda orda işimiz ne kızım düğün haziranda bayram haftasına denk geliyor,Positive,tweet-pn
senin gibi sürtük az bulunur,Negative,tweet-pn
yok amk ben milletvekili adayıyım bu kadar denyo yapabiliyorsa bende yaparım seçilirsem kimseyi tanımam,Negative,tweet-pn
Seni öldürürüm jojukk ,Negative,tweet-pn
Orospu çocuğu senin beni üzmeye ne hakkın var.,Negative,tweet-pn
basladilar hemen ligi izleyenin bacisini sikem diye kolayiniza ne geliyorsa aw ,Negative,tweet-pn
Kürtleri ötekilestirip sonra biriz diyorsunuz peki bu soylediginize ne kadar inanıyorsunuz?Kendi ülkende ırkçılık yapıyorsun bu senin başına gelse ortalık ayağı kalkar biliyorsun.Sırf Kürt milleti olduğu için susuyorsun. İnsanlık bu değil.,Positive,tweet-pn
Süper bir geceyi birlikte geçirmek isteyen hanımlar DM DM DM azgın sikici sikiş erotik bekar sex am sik seks foto sanal dul ensest türkporno türkifsa sikilmek boşalma Cuckold porn porno olgun göt Swinger sert sikiş Sohbet Azdım Liseli Türbanlı Evli Bu gün arifeymiş ,Negative,tweet-pn
şu tipini siktiğime hangi yokluktaki abaza  hergün çiçek gönderiyor anlamış değilim,Negative,tweet-pn
Şişko diye dalga geçtiğiniz kız kendini aç bırakıyo tipsiz diye dalga geçtiğniz cocuk içine kapanıyor fakir diye alay ettiğiniz çocuk ailesine bakabilmek için ağır işlerde çalışıyor çünkü sizin komik bulup dalga geçtiğniz şeyler başkalarını paramparça ediyo ,Positive,tweet-pn
19 yaşındaki askeri öğrencilerden ‘adaletin’ haberi var mı?,Positive,tweet-pn
bighitin de keske eline yapışmasa da bi alıntılasa bi rt falan yapsa gerzek ,Negative,tweet-pn
ohh şükür ki bulundu kuzum çok geçmiş olsun ballisi,Positive,tweet-pn
rica ederim ne demek mutlu etiysem bende mutluyum,Positive,tweet-pn
bu fırtına da kafama bir şey düşmediği için mutluyum,Positive,tweet-pn
İlkokul birinci sınıftayken herkes ayağa kalkıp kimden hoşlandığını söylüyodu benim hoşlandığım çocuğu başkası söyleyince ben de ani bir karar değişikliğiyle boşta kalan çocuğu söylemiştim,Positive,tweet-pn
Ar Damarı Bozulunca böyle Saçmalıklar Ortaya çıkıyor Aldıkları yeni kararları Uyguluyorlar Normal Fetö Uşağı SÜRTÜK Rezil ,Negative,tweet-pn
ana babayaakrabayayetimlere yoksullara yolcuyaelinizin altındakilere iyilik edinnisa 36,Positive,tweet-pn
cüce gezegen in halkaları keşfedildi,Positive,tweet-pn
Ya hırsız dün ben yazdım bunu hain oc,Negative,tweet-pn
siktirgit amk işidli piçi,Negative,tweet-pn
bilemicem orasını artık alndslaşzmz ,Positive,tweet-pn
süzme sallakk,Negative,tweet-pn
kardeşim ne küçümsedin tavuğu yaa allah muhtaç eder valla korkmuyolarda hiç biz tavuk yiyoruz uygun fiyat çünkü hanım abla,Positive,tweet-pn
Klavye son ve sık yazdıklarını önerir gerçekten kurmuşsun bu cümleyi aisnkqkslakhwwljd ,Positive,tweet-pn
 yıllık yapı siz adını şu veya bu koymak istiyorsunuz diye şu veya bu olmaz Şeklini değiştiremezsiniz bir kere kom ,Positive,tweet-pn
allah olsam IQ ya göre sevap günahları yeniden değerlendirirdim ,Positive,tweet-pn
 İstanbul Sözleşmesi ni uygulamayanlar kadınlara yönelik şiddetin suç ortağıdır,Positive,tweet-pn
`` Pisliğinde Bogul Yasin Obuz Serefsiz adi herif Bu adam birbdaha Çıkmamak Üzere zincilensin ,Negative,tweet-pn
Sendeki amcik kimsede yok ,Negative,tweet-pn
"Milli Eğitim Bakanı Selçuk: Verilere bakarız, ağustosun sonundaki, eylülün başındaki tabloya göre hareket ederiz. Denilirse ki 'Bir süre daha açmayın, uzaktan eğitime devam edin', biz devam ederiz, hiç sorun yok",Positive,tweet-pn
sanane lan adam çekmiş koymuş beğenmiyosan izleme tırrek,Negative,tweet-pn
Çok cahilce konuşuyor ve hakaret ediyorsun. ,Positive,tweet-pn
 maç kala yaptığı işe bak pzvngin ya harbiden sol ayağına sokayım Victor umarım her işin son dk mahvolur aydınlanma geç geldi ,Negative,tweet-pn
